file,rating,base_bias,play_count,artist,album,title,disc,track,duration,year
Chipzel - Chipped of the NecroDancer/03  Mausoleum Mash (1-3 Remix).mp3,7,0.9,1,Chipzel,Chipped of the NecroDancer,Mausoleum Mash (1-3 Remix),,3,176.613,2017
Chipzel - Chipped of the NecroDancer/04  Fungal Funk (2-1 Remix).mp3,6,1,0,Chipzel,Chipped of the NecroDancer,Fungal Funk (2-1 Remix),,4,160.182,2017
Chipzel - Chipped of the NecroDancer/05  Grave Throbbing (2-2 Remix).mp3,6,1,0,Chipzel,Chipped of the NecroDancer,Grave Throbbing (2-2 Remix),,5,171.467,2017
Chipzel - Chipped of the NecroDancer/06  Portabellohead (2-3 Remix).mp3,6,1.0,0,Chipzel,Chipped of the NecroDancer,Portabellohead (2-3 Remix),,6,170.448,2017
Chipzel - Chipped of the NecroDancer/07  Stone Cold (3-1 Cold Remix).mp3,6,1,0,Chipzel,Chipped of the NecroDancer,Stone Cold (3-1 Cold Remix),,7,165.381,2017
Chipzel - Chipped of the NecroDancer/08  Igneous Rock (3-1 Hot Remix).mp3,7,1,0,Chipzel,Chipped of the NecroDancer,Igneous Rock (3-1 Hot Remix),,8,163.604,2017
Chipzel - Chipped of the NecroDancer/09  Dance of the Decorous (3-2 Cold Remix).mp3,6,1,0,Chipzel,Chipped of the NecroDancer,Dance of the Decorous (3-2 Cold Remix),,9,167.627,2017
Chipzel - Chipped of the NecroDancer/10  March of the Profane (3-2 Hot Remix).mp3,6,1,0,Chipzel,Chipped of the NecroDancer,March of the Profane (3-2 Hot Remix),,10,168.855,2017
Chipzel - Chipped of the NecroDancer/11  A Cold Sweat (3-3 Cold Remix).mp3,6,1,0,Chipzel,Chipped of the NecroDancer,A Cold Sweat (3-3 Cold Remix),,11,179.644,2017
Chipzel - Chipped of the NecroDancer/12  A Hot Mess (3-3 Hot Remix).mp3,6,1,0,Chipzel,Chipped of the NecroDancer,A Hot Mess (3-3 Hot Remix),,12,179.644,2017
Chipzel - Chipped of the NecroDancer/13  Styx and Stones (4-1 Remix).mp3,6,1,0,Chipzel,Chipped of the NecroDancer,Styx and Stones (4-1 Remix),,13,185.417,2017
Chipzel - Chipped of the NecroDancer/14  Heart of the Crypt (4-2 Remix).mp3,6,1,1,Chipzel,Chipped of the NecroDancer,Heart of the Crypt (4-2 Remix),,14,161.41,2017
Chipzel - Chipped of the NecroDancer/15  The Wight to Remain (4-3 Remix).mp3,7,1,0,Chipzel,Chipped of the NecroDancer,The Wight to Remain (4-3 Remix),,15,163.526,2017
Chipzel - Chipped of the NecroDancer/16  Deep Sea Bass (Coral Riff Remix).mp3,6,1,0,Chipzel,Chipped of the NecroDancer,Deep Sea Bass (Coral Riff Remix),,16,130.69,2017
Chipzel - Chipped of the NecroDancer/17  Knight To C-Sharp (Deep Blues Remix).mp3,5,1,0,Chipzel,Chipped of the NecroDancer,Knight To C-Sharp (Deep Blues Remix),,17,99.056,2017
Chipzel - Chipped of the NecroDancer/18  Konga Conga Kappa (King Conga Remix).mp3,7,1,0,Chipzel,Chipped of the NecroDancer,Konga Conga Kappa (King Conga Remix),,18,112.039,2017
Chipzel - Chipped of the NecroDancer/19  Metalmancy (Death Metal Remix).mp3,6,1,0,Chipzel,Chipped of the NecroDancer,Metalmancy (Death Metal Remix),,19,153.626,2017
Chipzel - Chipped of the NecroDancer/20  Rhythmortis (Lobby Remix).mp3,5,1,0,Chipzel,Chipped of the NecroDancer,Rhythmortis (Lobby Remix),,20,203.128,2017
Chipzel - Chipped of the NecroDancer  AMPLIFIED/01  Voltzwaltz (5-1 Remix).mp3,6,1,0,Chipzel,Chipped of the NecroDancer: AMPLIFIED,Voltzwaltz (5-1 Remix),,1,184.659,2017
Chipzel - Chipped of the NecroDancer  AMPLIFIED/02  Power Cords (5-2 Remix).mp3,6,1,0,Chipzel,Chipped of the NecroDancer: AMPLIFIED,Power Cords (5-2 Remix),,2,154.331,2017
Chipzel - Chipped of the NecroDancer  AMPLIFIED/03  Six Feet Thunder (5-3 Remix).mp3,7,1,0,Chipzel,Chipped of the NecroDancer: AMPLIFIED,Six Feet Thunder (5-3 Remix),,3,179.644,2017
Chipzel - Chipped of the NecroDancer  AMPLIFIED/04  Notorious D.I.G. (Fortissimole Ft Adriana Figueroa).mp3,5,0.0,0,Chipzel,Chipped of the NecroDancer: AMPLIFIED,Notorious D.I.G. (Fortissimole Ft Adriana Figueroa),,4,140.826,2017
Chipzel - Chipped of the NecroDancer  AMPLIFIED/05  Notorious D.I.G. (Fortissimole Ft Mega Ran).mp3,5,0.0,0,Chipzel,Chipped of the NecroDancer: AMPLIFIED,Notorious D.I.G. (Fortissimole Ft Mega Ran),,5,140.826,2017
Chipzel - Chipped of the NecroDancer  AMPLIFIED/06  Notorious D.I.G. (Fortissimole).mp3,6,1,0,Chipzel,Chipped of the NecroDancer: AMPLIFIED,Notorious D.I.G. (Fortissimole),,6,140.826,2017
Chipzel - Dicey Dungeons  Reunion Original Soundtrack/01  Reunion.mp3,6,1,0,Chipzel,Dicey Dungeons: Reunion Original Soundtrack,Reunion,,1,73.874,2022
Chipzel - Dicey Dungeons  Reunion Original Soundtrack/02  Just Roll With It.mp3,7,1,0,Chipzel,Dicey Dungeons: Reunion Original Soundtrack,Just Roll With It,,2,246.987,2022
Chipzel - Dicey Dungeons  Reunion Original Soundtrack/03  Swing Me One More Six.mp3,7,1,0,Chipzel,Dicey Dungeons: Reunion Original Soundtrack,Swing Me One More Six,,3,209.58,2022
Chipzel - Dicey Dungeons  Reunion Original Soundtrack/04  It Is What It Is.mp3,6,1,1,Chipzel,Dicey Dungeons: Reunion Original Soundtrack,It Is What It Is,,4,234.579,2022
Chipzel - Dicey Dungeons  Reunion Original Soundtrack/05  The Gall And The Gumption.mp3,6,1,0,Chipzel,Dicey Dungeons: Reunion Original Soundtrack,The Gall And The Gumption,,5,179.147,2022
"Chipzel - Dicey Dungeons  Reunion Original Soundtrack/06  Not Today, Satan.mp3",7,1,0,Chipzel,Dicey Dungeons: Reunion Original Soundtrack,"Not Today, Satan",,6,179.147,2022
Chipzel - Dicey Dungeons  Reunion Original Soundtrack/07  No Time To Dice.mp3,7,1,1,Chipzel,Dicey Dungeons: Reunion Original Soundtrack,No Time To Dice,,7,208.039,2022
Chipzel - Dicey Dungeons  Reunion Original Soundtrack/08  We Were Rooting For You!.mp3,6,1,0,Chipzel,Dicey Dungeons: Reunion Original Soundtrack,We Were Rooting For You!,,8,64.025,2022
"Chipzel - Dicey Dungeons  Reunion Original Soundtrack/09  No Thoughts, Only Dice.mp3",6,1,2,Chipzel,Dicey Dungeons: Reunion Original Soundtrack,"No Thoughts, Only Dice",,9,99.082,2022
Chipzel - Dicey Dungeons  Reunion Original Soundtrack/10  Let The Good Times Roll.mp3,6,1,0,Chipzel,Dicey Dungeons: Reunion Original Soundtrack,Let The Good Times Roll,,10,103.235,2022
Chipzel - Dicey Dungeons  Reunion Original Soundtrack/11  How Far We've Come.mp3,6,1,0,Chipzel,Dicey Dungeons: Reunion Original Soundtrack,How Far We've Come,,11,92.342,2022
Chipzel - OCTAHEDRON EP/01  Authority.mp3,7,1,0,Chipzel,OCTAHEDRON EP,Authority,,1,295.81,2018
Chipzel - OCTAHEDRON EP/02  Valor.mp3,7,1,1,Chipzel,OCTAHEDRON EP,Valor,,2,427.415,2018
Chipzel - OCTAHEDRON EP/03  Spirit.mp3,6,1,0,Chipzel,OCTAHEDRON EP,Spirit,,3,420.048,2018
Chipzel - OCTAHEDRON EP/04  Solitude.mp3,6,1,0,Chipzel,OCTAHEDRON EP,Solitude,,4,351.947,2018
Chipzel - Only Human (DATA042)/01  Only Human (7  Edit).mp3,6,1,0,Chipzel,Only Human (DATA042),"Only Human (7"" Edit)",,1,240.195,2015
Chipzel - Only Human (DATA042)/02  Only Human (Trey Frey Remix).mp3,7,1,0,Chipzel,Only Human (DATA042),Only Human (Trey Frey Remix),,2,266.945,2015
Chipzel - Spectra/01  Spectra.mp3,6,1,0,Chipzel,Spectra,Spectra,,1,236.46,2013
Chipzel - Spectra/02  Tokyo Skies.mp3,6,1,0,Chipzel,Spectra,Tokyo Skies,,2,232.411,2013
Chipzel - Spectra/03  Forged in Stars.mp3,7,1,0,Chipzel,Spectra,Forged in Stars,,3,196.075,2013
Chipzel - Spectra/04  Formed in the Clouds (Interlude).mp3,6,1,0,Chipzel,Spectra,Formed in the Clouds (Interlude),,4,142.497,2013
Chipzel - Spectra/05  Only Human.mp3,6,1,0,Chipzel,Spectra,Only Human,,5,238.158,2013
Chipzel - Spectra/06  Aurora Borealis.mp3,6,1,0,Chipzel,Spectra,Aurora Borealis,,6,217.129,2013
Chipzel - Spectra/07  Evolution.mp3,6,1,0,Chipzel,Spectra,Evolution,,7,335.386,2013
Chipzel - Spectra/08  Beyond the Cosmos.mp3,7,1,2,Chipzel,Spectra,Beyond the Cosmos,,8,213.603,2013
Chipzel - Spectra/09  Veteran.mp3,6,1,0,Chipzel,Spectra,Veteran,,9,240.613,2013
Chipzel - Spectra/10  Sonnet.mp3,7,1,0,Chipzel,Spectra,Sonnet,,10,220.029,2013
Christopher Larkin - Hidden Dreams/01  White Defender.mp3,5,1,0,Christopher Larkin,Hidden Dreams,White Defender,,1,221.204,2017
"Christopher Larkin - Hidden Dreams/02  Truth, Beauty and Hatred.mp3",5,1,0,Christopher Larkin,Hidden Dreams,"Truth, Beauty and Hatred",,2,230.948,2017
Chypho - Episodes in Oceanography/01  Aluminaut Rescues Alvin.mp3,5,1,0,Chypho,Episodes in Oceanography,Aluminaut Rescues Alvin,,1,465.423,2022
Chypho - Episodes in Oceanography/02  Abiogenesis.mp3,6,1,1,Chypho,Episodes in Oceanography,Abiogenesis,,2,375.04,2022
Chypho - Episodes in Oceanography/03  Swirling Around the Bathysphere.mp3,6,1,0,Chypho,Episodes in Oceanography,Swirling Around the Bathysphere,,3,540.029,2022
Chypho - Episodes in Oceanography/04  Coral Carriageways.mp3,6,1,1,Chypho,Episodes in Oceanography,Coral Carriageways,,4,202.344,2022
Chypho - Episodes in Oceanography/05  Hymn of the Decapods.mp3,5,1,0,Chypho,Episodes in Oceanography,Hymn of the Decapods,,5,530.808,2022
Chypho - Episodes in Oceanography/06  Nine North.mp3,5,1,0,Chypho,Episodes in Oceanography,Nine North,,6,330.788,2022
Chypho - Episodes in Oceanography/07  The Towering Kelp.mp3,6,1,0,Chypho,Episodes in Oceanography,The Towering Kelp,,7,336.875,2022
Chypho - Episodes in Oceanography/08  A Squid and Her Eggs.mp3,6,1,0,Chypho,Episodes in Oceanography,A Squid and Her Eggs,,8,444.029,2022
Chypho - Episodes in Oceanography/09  Submarine Sunbeams.mp3,6,1,0,Chypho,Episodes in Oceanography,Submarine Sunbeams,,9,347.193,2022
Chypho - Episodes in Oceanography/10  Ekman's Spiral.mp3,6,1,0,Chypho,Episodes in Oceanography,Ekman's Spiral,,10,565.76,2022
"Chypho - Episodes in Oceanography, Vol. 2/01  The HMS Challenger Expedition.mp3",6,1,1,Chypho,"Episodes in Oceanography, Vol. 2",The HMS Challenger Expedition,,1,370.808,2023
"Chypho - Episodes in Oceanography, Vol. 2/02  Porpita Porpita.mp3",6,1,0,Chypho,"Episodes in Oceanography, Vol. 2",Porpita Porpita,,2,402.782,2023
"Chypho - Episodes in Oceanography, Vol. 2/03  Monterey Accelerated Research System.mp3",6,1,1,Chypho,"Episodes in Oceanography, Vol. 2",Monterey Accelerated Research System,,3,353.645,2023
"Chypho - Episodes in Oceanography, Vol. 2/04  Leaping Swordfish.mp3",5,1,0,Chypho,"Episodes in Oceanography, Vol. 2",Leaping Swordfish,,4,247.013,2023
"Chypho - Episodes in Oceanography, Vol. 2/05  Fossilized.mp3",6,1,0,Chypho,"Episodes in Oceanography, Vol. 2",Fossilized,,5,608.888,2023
"Chypho - Episodes in Oceanography, Vol. 2/06  Pools of Brine.mp3",5,1,0,Chypho,"Episodes in Oceanography, Vol. 2",Pools of Brine,,6,321.567,2023
"Chypho - Episodes in Oceanography, Vol. 2/07  Mini Brittle Stars.mp3",6,1,0,Chypho,"Episodes in Oceanography, Vol. 2",Mini Brittle Stars,,7,274.651,2023
"Chypho - Episodes in Oceanography, Vol. 2/08  Tonga-Kermadec Ridge.mp3",6,1,0,Chypho,"Episodes in Oceanography, Vol. 2",Tonga-Kermadec Ridge,,8,347.036,2023
"Chypho - Episodes in Oceanography, Vol. 2/09  Kingdom of the Seahorses.mp3",6,1,0,Chypho,"Episodes in Oceanography, Vol. 2",Kingdom of the Seahorses,,9,318.615,2023
"Chypho - Episodes in Oceanography, Vol. 2/10  Eelgrass Meadows.mp3",6,1,1,Chypho,"Episodes in Oceanography, Vol. 2",Eelgrass Meadows,,10,552.933,2023
"Chypho - Episodes in Oceanography, Vol. 2/11  Through the Hydrophone.mp3",4,1,0,Chypho,"Episodes in Oceanography, Vol. 2",Through the Hydrophone,,11,505.051,2023
Chypho - No Duck Soup/01  No Duck Soup.mp3,6,1,0,Chypho,No Duck Soup,No Duck Soup,,1,205.191,2024
Cookie Clicker - OST/01  hover.mp3,7,1,0,C418,Cookie Clicker,hover,,1,96.026,2021
Cookie Clicker - OST/02  click.mp3,7,1,2,C418,Cookie Clicker,click,,2,512.025,2021
Cookie Clicker - OST/03  grandmapocalypse.mp3,7,1,0,C418,Cookie Clicker,grandmapocalypse,,3,304.039,2021
Cookie Clicker - OST/04  ascend.mp3,7,1,0,C418,Cookie Clicker,ascend,,4,294.034,2021
Cookie Clicker - OST/05  click forever.mp3,7,1,1,C418,Cookie Clicker,click forever,,5,130.246,2021
Creo - Adrenaline EP/01  Adrenaline.mp3,4,1,0,Creo,Adrenaline EP,Adrenaline,,1,276.845,2009
Creo - Adrenaline EP/02  Live.mp3,4,1,0,Creo,Adrenaline EP,Live,,2,204.042,2009
Creo - Adrenaline EP/03  Cynic.mp3,4,1,0,Creo,Adrenaline EP,Cynic,,3,216.032,2009
Creo - Adrenaline EP/04  Heartbeat.mp3,4,1,0,Creo,Adrenaline EP,Heartbeat,,4,176.039,2009
Creo - Adrenaline EP/05  Pheromone.mp3,4,1,0,Creo,Adrenaline EP,Pheromone,,5,210.05,2009
Creo - Adrenaline EP/06  Hypothermia.mp3,4,1,0,Creo,Adrenaline EP,Hypothermia,,6,216.032,2009
Creo - In Circles EP/01  Gravitate.mp3,6,1,0,Creo,In Circles EP,Gravitate,,1,190.511,2018
Creo - In Circles EP/02  In Circles.mp3,8,1,0,Creo,In Circles EP,In Circles,,2,242.991,2018
Creo - Nemophore EP/01  Challenger.mp3,7,1,2,Creo,Nemophore EP,Challenger,,1,173.479,2017
Creo - Nemophore EP/02  Rivals.mp3,8,1,0,Creo,Nemophore EP,Rivals,,2,270.811,2017
Creo - Nemophore EP/03  Nemophore.mp3,6,1,0,Creo,Nemophore EP,Nemophore,,3,252.682,2017
Creo - Octane EP/01  Crazy.mp3,8,1,0,Creo,Octane EP,Crazy,,1,216.032,2020
Creo - Octane EP/02  Ballistic Funk.mp3,6,1,0,Creo,Octane EP,Ballistic Funk,,2,201.822,2020
Creo - Octane EP/03  Octane.mp3,7,1,2,Creo,Octane EP,Octane,,3,215.745,2020
Creo - Odyssey EP/01  Dune.mp3,7,1,0,Creo,Odyssey EP,Dune,,1,210.39,2017
Creo - Odyssey EP/02  Enigma.mp3,7,1,1,Creo,Odyssey EP,Enigma,,2,234.266,2017
Creo - Odyssey EP/03  Exoplanet.mp3,7,1,1,Creo,Odyssey EP,Exoplanet,,3,246.883,2017
Creo - Odyssey EP/04  Black Ice.mp3,6,1,1,Creo,Odyssey EP,Black Ice,,4,253.466,2017
Creo - Singles/Creo - 322.mp3,7,1,1,Creo,322,322,,,228.78,2016
Creo - Singles/Creo - Ahead of the Curve.mp3,6,1,0,Creo,Ahead of the Curve,Ahead of the Curve,,,201.299,2017
Creo - Singles/Creo - Apex.mp3,5,1,0,Creo,Apex,Apex,,,251.663,2014
Creo - Singles/Creo - Atmosphere.mp3,6,1,1,Creo,Atmosphere,Atmosphere,,,277.551,2019
Creo - Singles/Creo - Aura.mp3,6,1,0,Creo,Aura,Aura,,,232.542,2019
Creo - Singles/Creo - Aurora.mp3,7,1,0,Creo,Aurora,Aurora,,,199.601,2021
Creo - Singles/Creo - Awaken.mp3,7,1,0,Creo,Awaken,Awaken,,,188.421,2020
Creo - Singles/Creo - Crystallize.mp3,7,1,0,Creo,Crystallize,Crystallize,,,200.385,2018
Creo - Singles/Creo - Dark Tides.mp3,6,1,0,Creo,Dark Tides,Dark Tides,,,211.8,2020
Creo - Singles/Creo - Dimension.mp3,6,1,0,Creo,Dimension,Dimension,,,192.026,2016
Creo - Singles/Creo - Drift.mp3,7,1,1,Creo,Drift,Drift,,,210.207,2021
Creo - Singles/Creo - Endless.mp3,7,1,0,Creo,Endless,Endless,,,200.124,2020
Creo - Singles/Creo - Epilogue.mp3,7,1,0,Creo,Epilogue,Epilogue,,,248.528,2017
Creo - Singles/Creo - Evolution.mp3,8,1,0,Creo,Evolution,Evolution,,,219.715,2022
Creo - Singles/Creo - Exosphere.mp3,7,1,1,Creo,Exosphere,Exosphere,,,204.434,2020
Creo - Singles/Creo - Flow.mp3,7,1.0,2,Creo,Flow,Flow,,,206.288,2022
Creo - Singles/Creo - Flux.mp3,4,1,0,Creo,Flux,Flux,,,354.089,2009
Creo - Singles/Creo - Glome.mp3,7,1.0,0,Creo,Glome,Glome,,,252.447,2018
Creo - Singles/Creo - Halcyon.mp3,5,1,0,Creo,Halcyon,Halcyon,,,319.712,2014
Creo - Singles/Creo - Idolize.mp3,7,1,0,Creo,Idolize,Idolize,,,237.035,2018
Creo - Singles/Creo - In Synergy.mp3,7,1,0,Creo,In Synergy,In Synergy,,,180.009,2024
Creo - Singles/Creo - Lightmare.mp3,7,1,1,Creo,Lightmare,Lightmare,,,301.426,2020
Creo - Singles/Creo - Lost.mp3,7,1,2,Creo,Lost,Lost,,,185.495,2023
Creo - Singles/Creo - Make It Look Like An Accident.mp3,5,1,0,Creo,Make It Look Like An Accident,Make It Look Like An Accident,,,372.819,2011
Creo - Singles/Creo - Malediction.mp3,5,1,0,Creo,Malediction,Malediction,,,214.047,2012
Creo - Singles/Creo - Meet Your Maker.mp3,4,1,0,Creo,Meet Your Maker,Meet Your Maker,,,262.373,2014
Creo - Singles/Creo - Memory.mp3,5,1,0,Creo,Memory,Memory,,,246.465,2016
Creo - Singles/Creo - Nautilus.mp3,8,1,0,Creo,Nautilus,Nautilus,,,323.265,2018
Creo - Singles/Creo - Never Make It.mp3,7,1,0,Creo,Never Make It,Never Make It,,,233.717,2019
Creo - Singles/Creo - Outlaw.mp3,7,1,1,Creo,Outlaw,Outlaw,,,303.751,2018
Creo - Singles/Creo - Phantasm.mp3,5,1,0,Creo,Phantasm,Phantasm,,,354.507,2015
Creo - Singles/Creo - Place On Fire.mp3,7,1,1,Creo,Place On Fire,Place On Fire,,,185.182,2019
Creo - Singles/Creo - Red Haze.mp3,7,1,0,Creo,Red Haze,Red Haze,,,199.549,2019
Creo - Singles/Creo - Red Horizon.mp3,7,1,0,Creo,Red Horizon,Red Horizon,,,269.583,2022
Creo - Singles/Creo - Reflections.mp3,7,1,0,Creo,Reflections,Reflections,,,211.226,2019
Creo - Singles/Creo - Rock Thing.mp3,7,1,1,Creo,Rock Thing,Rock Thing,,,203.206,2017
Creo - Singles/Creo - Shape of the Sun.mp3,7,1,0,Creo,Shape of the Sun,Shape of the Sun,,,195.657,2017
Creo - Singles/Creo - Shine.mp3,7,1,1,Creo,Shine,Shine,,,197.381,2019
Creo - Singles/Creo - Showdown.mp3,7,1,0,Creo,Showdown,Showdown,,,198.582,2017
Creo - Singles/Creo - Sky and Soul.mp3,8,1,0,Creo,Sky and Soul,Sky and Soul,,,253.727,2023
Creo - Singles/Creo - Slow Down.mp3,6,1,1,Creo,Slow Down,Slow Down,,,235.833,2018
Creo - Singles/Creo - Sphere.mp3,7,1,1,Creo,Sphere,Sphere,,,240.039,2017
Creo - Singles/Creo - Start Your Engines.mp3,4,1,0,Creo,Start Your Engines,Start Your Engines,,,229.616,2015
Creo - Singles/Creo - Sundown.mp3,5,1,0,Creo,Sundown,Sundown,,,316.839,2010
Creo - Singles/Creo - Unveil.mp3,6,1,0,Creo,Unveil,Unveil,,,86.021,2019
Creo - Singles/Creo - Wavelight.mp3,7,1,0,Creo,Wavelight,Wavelight,,,222.798,2021
Creo - Singles/Creo - We Can Dream.mp3,8,1,0,Creo,We Can Dream,We Can Dream,,,208.64,2021
Creo - Singles/Creo - Worlds.mp3,8,1,1,Creo,Worlds,Worlds,,,256.6,2020
Creo - Virtualism EP/01  Avalanche.mp3,6,1,0,Creo,Virtualism EP,Avalanche,,1,244.035,2016
Creo - Virtualism EP/02  Summit.mp3,7,1,0,Creo,Virtualism EP,Summit,,2,197.694,2016
Creo - Virtualism EP/03  Carnivores.mp3,7,1,0,Creo,Virtualism EP,Carnivores,,3,271.333,2016
Creo - Virtualism EP/04  Vice.mp3,5,1,0,Creo,Virtualism EP,Vice,,4,226.115,2016
Cursedsnake - Singles/Purple.mp3,7,1,0,Cursedsnake,Purple,Purple,,1,2242.667,2022
Danimal Cannon - Lunaria/01  Axis.mp3,8,1,1,Danimal Cannon,Lunaria,Axis,,1,397.296,2016
Danimal Cannon - Lunaria/02  Lunaria (feat. Emily Yancey).mp3,5,1,0,Danimal Cannon,Lunaria,Lunaria (feat. Emily Yancey),,2,283.088,2016
Danimal Cannon - Lunaria/03  Long Live The New Fresh.mp3,7,1,0,Danimal Cannon,Lunaria,Long Live The New Fresh,,3,266.997,2016
Danimal Cannon - Lunaria/04  Collision Event.mp3,7,1,0,Danimal Cannon,Lunaria,Collision Event,,4,353.933,2016
Danimal Cannon - Lunaria/05  Behemoth.mp3,6,1,0,Danimal Cannon,Lunaria,Behemoth,,5,218.801,2016
Danimal Cannon - Lunaria/06  Interlude.mp3,4,1,0,Danimal Cannon,Lunaria,Interlude,,6,72.411,2016
Danimal Cannon - Lunaria/07  Red Planet.mp3,7,1,0,Danimal Cannon,Lunaria,Red Planet,,7,391.314,2016
Danimal Cannon - Lunaria/08  Surveillance.mp3,5,1,0,Danimal Cannon,Lunaria,Surveillance,,8,296.045,2016
Danimal Cannon - Lunaria/09  Halo of Dust.mp3,7,1,0,Danimal Cannon,Lunaria,Halo of Dust,,9,206.445,2016
Danimal Cannon - Lunaria/10  Coalesce.mp3,7,1,0,Danimal Cannon,Lunaria,Coalesce,,10,324.728,2016
Danimal Cannon - Lunaria/11  Postlude (feat. Emily Yancey).mp3,5,1,0,Danimal Cannon,Lunaria,Postlude (feat. Emily Yancey),,11,106.109,2016
Danimal Cannon - Lunaria/12  Axis (piano version feat. Shnabubula).mp3,4,1,0,Danimal Cannon,Lunaria,Axis (piano version feat. Shnabubula),,12,378.148,2016
Danimal Cannon - Massive EP/01  Discordance.mp3,7,1,1,Danimal Cannon,Massive EP,Discordance,,1,293.041,2022
Danimal Cannon - Massive EP/02  Skeleton Rider.mp3,6,1,0,Danimal Cannon,Massive EP,Skeleton Rider,,2,357.041,2022
Danimal Cannon - Massive EP/03  Escape.mp3,5,1,1,Danimal Cannon,Massive EP,Escape,,3,283.872,2022
Danimal Cannon - RetroMania Wrestling Soundtrack/01  Welcome to Retromania (Main Menu).mp3,4,1,0,Danimal Cannon,RetroMania Wrestling Soundtrack,Welcome to Retromania (Main Menu),,1,136.881,2021
Danimal Cannon - RetroMania Wrestling Soundtrack/02  Suplex a Locomotive (Fight Music).mp3,4,1,0,Danimal Cannon,RetroMania Wrestling Soundtrack,Suplex a Locomotive (Fight Music),,2,132.362,2021
Danimal Cannon - RetroMania Wrestling Soundtrack/03  Babyface Heat (Fight Music).mp3,5,1,0,Danimal Cannon,RetroMania Wrestling Soundtrack,Babyface Heat (Fight Music),,3,184.189,2021
Danimal Cannon - RetroMania Wrestling Soundtrack/04  Cream of the Crop (Fight Music).mp3,4,1,0,Danimal Cannon,RetroMania Wrestling Soundtrack,Cream of the Crop (Fight Music),,4,151.196,2021
Danimal Cannon - RetroMania Wrestling Soundtrack/05  Heel Turn (Fight Music).mp3,3,1,0,Danimal Cannon,RetroMania Wrestling Soundtrack,Heel Turn (Fight Music),,5,162.142,2021
Danimal Cannon - RetroMania Wrestling Soundtrack/06  Introducing First (Wrestler Entrance Themes).mp3,3,1,0,Danimal Cannon,RetroMania Wrestling Soundtrack,Introducing First (Wrestler Entrance Themes),,6,371.748,2021
Danimal Cannon - RetroMania Wrestling Soundtrack/07  To Be The Best (Story Mode).mp3,5,1,0,Danimal Cannon,RetroMania Wrestling Soundtrack,To Be The Best (Story Mode),,7,76.251,2021
Danimal Cannon - RetroMania Wrestling Soundtrack/08  Ambush (Story Mode).mp3,2,1,0,Danimal Cannon,RetroMania Wrestling Soundtrack,Ambush (Story Mode),,8,14.158,2021
Danimal Cannon - RetroMania Wrestling Soundtrack/09  Sweaty Promos (Story Mode).mp3,4,1,0,Danimal Cannon,RetroMania Wrestling Soundtrack,Sweaty Promos (Story Mode),,9,50.625,2021
Danimal Cannon - RetroMania Wrestling Soundtrack/10  Shove That Control Into a Nose Dive (Story Mode).mp3,3,1,0,Danimal Cannon,RetroMania Wrestling Soundtrack,Shove That Control Into a Nose Dive (Story Mode),,10,31.686,2021
Danimal Cannon - RetroMania Wrestling Soundtrack/11  Better Than The Best (Story Mode).mp3,4,1,0,Danimal Cannon,RetroMania Wrestling Soundtrack,Better Than The Best (Story Mode),,11,36.858,2021
Danimal Cannon - RetroMania Wrestling Soundtrack/12  Bruised But Not Broken (Story Mode).mp3,4,1,0,Danimal Cannon,RetroMania Wrestling Soundtrack,Bruised But Not Broken (Story Mode),,12,60.943,2021
Danimal Cannon - RetroMania Wrestling Soundtrack/13  The Sound of Defeat (Game Over).mp3,4,1,0,Danimal Cannon,RetroMania Wrestling Soundtrack,The Sound of Defeat (Game Over),,13,48.561,2021
DC - Roots/01 intro.mp3,5,1,1,Danimal Cannon,Roots,intro,,1,64.313,2011
DC - Roots/02 Roots.mp3,7,1.0,2,Danimal Cannon,Roots,Roots,,2,294.217,2011
DC - Roots/03 Forest Gnome Shindig.mp3,7,1,0,Danimal Cannon,Roots,Forest Gnome Shindig,,3,278.935,2011
DC - Roots/04 Polywrath.mp3,6,1,0,Danimal Cannon,Roots,Polywrath,,4,286.223,2011
DC - Roots/05 Agrobacter.mp3,6,1,0,Danimal Cannon,Roots,Agrobacter,,5,176.692,2011
DC - Roots/06 Danimal Across America.mp3,6,1,0,Danimal Cannon,Roots,Danimal Across America,,6,206.471,2011
DC - Roots/07 A New Day.mp3,5,1,0,Danimal Cannon,Roots,A New Day,,7,194.768,2011
DC - Roots/08 The Big Crunch.mp3,8,1,0,Danimal Cannon,Roots,The Big Crunch,,8,210.912,2011
"DC - Roots/09 Synergy (ft. Paul Wardingham, Shnabubula, and Tony Dickinson).mp3",7,1,0,"Danimal Cannon, Paul Wardingham, Shnabubula, Tony Dickinson",Roots,Synergy,,9,362.004,2011
DC - Roots/10 Good Journey (Don_t Say Goodbye).mp3,7,1,1,Danimal Cannon,Roots,Good Journey (Don't Say Goodbye),,10,212.062,2011
DC - Roots/11 Blueshift.mp3,6,1,0,Danimal Cannon,Roots,Blueshift,,11,259.185,2011
DC - Roots/12 Jean Luc.mp3,6,1,0,Danimal Cannon,Roots,Jean Luc,,12,244.035,2011
DC - Roots/13 Gorelax.mp3,9,1,2,Danimal Cannon,Roots,Gorelax,,13,271.046,2011
DC - Roots/14 Spacewalk.mp3,6,1,0,Danimal Cannon,Roots,Spacewalk,,14,268.93,2011
DC - Roots/16 Moonlight Sonata.mp3,5,1,0,Beethoven,Roots,Moonlight Sonata,,15,365.635,2011
